;time [s];krytox;dodecane;cumul_none;normalized_krytox
1;0.0001;45713;0;25687;1.0
2;0.0002;45713;0;25687;1.0
3;0.00030000000000000003;45713;0;25687;1.0
4;0.0004;45713;0;25687;1.0
5;0.0005;45713;0;25687;1.0
6;0.0006000000000000001;45713;0;25687;1.0
7;0.0007;45713;0;25687;1.0
8;0.0008;45713;0;25687;1.0
9;0.0009000000000000001;45713;0;25687;1.0
10;0.001;45713;0;25687;1.0
11;0.0011;45713;0;25687;1.0
12;0.0012000000000000001;45713;0;25687;1.0
13;0.0013000000000000002;45702;11;25687;0.9997593682322315
14;0.0014;45703;10;25687;0.9997812438474832
15;0.0015;45706;7;25687;0.9998468706932383
16;0.0016;45690;23;25687;0.9994968608492114
17;0.0017000000000000001;45680;33;25687;0.9992781046966946
18;0.0018000000000000002;45671;42;25687;0.9990812241594295
19;0.0019;45653;60;25687;0.9986874630848993
20;0.002;45647;66;25687;0.9985562093933892
21;0.0021000000000000003;45635;78;25687;0.998293702010369
22;0.0022;45614;99;25687;0.9978343140900838
23;0.0023;45606;107;25687;0.9976593091680703
24;0.0024000000000000002;45581;132;25687;0.9971124187867784
25;0.0025;45569;144;25687;0.9968499114037582
26;0.0026000000000000003;45550;163;25687;0.9964342747139763
27;0.0027;45527;186;25687;0.9959311355631877
28;0.0028;45510;203;25687;0.9955592501039092
29;0.0029000000000000002;45491;222;25687;0.9951436134141273
30;0.003;45467;246;25687;0.994618598648087
31;0.0031000000000000003;45447;266;25687;0.9941810863430534
32;0.0032;45421;292;25687;0.9936123203465097
33;0.0033;45396;317;25687;0.9930654299652177
34;0.0034000000000000002;45380;333;25687;0.992715420121191
35;0.0035;45348;365;25687;0.9920154004331372
36;0.0036000000000000003;45316;397;25687;0.9913153807450834
37;0.0037;45294;419;25687;0.9908341172095465
38;0.0038;45272;441;25687;0.9903528536740096
39;0.0039000000000000003;45249;464;25687;0.989849714523221
40;0.004;45215;498;25687;0.9891059436046639
41;0.0041;45186;527;25687;0.9884715507623651
42;0.004200000000000001;45164;549;25687;0.9879902872268282
43;0.0043;45136;577;25687;0.9873777699997812
44;0.0044;45105;608;25687;0.9866996259269792
45;0.0045000000000000005;45071;642;25687;0.9859558550084221
46;0.0046;45052;661;25687;0.9855402183186402
47;0.0047;45015;698;25687;0.9847308205543281
48;0.0048000000000000004;44977;736;25687;0.9838995471747642
49;0.0049;44955;758;25687;0.9834182836392273
50;0.005;44925;788;25687;0.9827620151816769
51;0.0051;44879;834;25687;0.9817557368800998
52;0.005200000000000001;44853;860;25687;0.9811869708835561
53;0.0053;44818;895;25687;0.9804213243497474
54;0.0054;44792;921;25687;0.9798525583532037
55;0.0055000000000000005;44752;961;25687;0.9789775337431366
56;0.0056;44719;994;25687;0.9782556384398311
57;0.0057;44681;1032;25687;0.9774243650602673
58;0.0058000000000000005;44652;1061;25687;0.9767899722179686
59;0.0059;44615;1098;25687;0.9759805744536565
60;0.006;44580;1133;25687;0.9752149279198478
61;0.0061;44541;1172;25687;0.9743617789250323
62;0.006200000000000001;44506;1207;25687;0.9735961323912236
63;0.0063;44471;1242;25687;0.9728304858574147
64;0.0064;44421;1292;25687;0.9717367050948308
65;0.006500000000000001;44386;1327;25687;0.9709710585610221
66;0.0066;44360;1353;25687;0.9704022925644784
67;0.0067;44319;1394;25687;0.9695053923391596
68;0.0068000000000000005;44278;1435;25687;0.9686084921138407
69;0.006900000000000001;44245;1468;25687;0.9678865968105353
70;0.007;44203;1510;25687;0.9669678209699648
71;0.0071;44157;1556;25687;0.9659615426683875
72;0.007200000000000001;44120;1593;25687;0.9651521449040754
73;0.0073;44087;1626;25687;0.9644302496007701
74;0.0074;44050;1663;25687;0.9636208518364578
75;0.007500000000000001;43998;1715;25687;0.9624833198433705
76;0.0076;43958;1755;25687;0.9616082952333035
77;0.0077;43921;1792;25687;0.9607988974689913
78;0.0078000000000000005;43876;1837;25687;0.9598144947826658
79;0.0079;43836;1877;25687;0.9589394701725986
80;0.008;43793;1920;25687;0.9579988187167764
81;0.0081;43759;1954;25687;0.9572550477982193
82;0.0082;43709;2004;25687;0.9561612670356354
83;0.0083;43669;2044;25687;0.9552862424255683
84;0.008400000000000001;43622;2091;25687;0.9542580885087393
85;0.0085;43582;2131;25687;0.9533830638986721
86;0.0086;43535;2178;25687;0.9523549099818432
87;0.008700000000000001;43505;2208;25687;0.9516986415242928
88;0.0088;43467;2246;25687;0.950867368144729
89;0.0089;43418;2295;25687;0.9497954629973968
90;0.009000000000000001;43366;2347;25687;0.9486579310043095
91;0.0091;43319;2394;25687;0.9476297770874806
92;0.0092;43279;2434;25687;0.9467547524774135
93;0.009300000000000001;43226;2487;25687;0.9455953448690745
94;0.0094;43184;2529;25687;0.9446765690285039
95;0.0095;43141;2572;25687;0.9437359175726817
96;0.009600000000000001;43099;2614;25687;0.9428171417321112
97;0.0097;43039;2674;25687;0.9415046048170105
98;0.0098;43002;2711;25687;0.9406952070526984
99;0.0099;42952;2761;25687;0.9396014262901144
100;0.01;42908;2805;25687;0.9386388992190405
101;0.010100000000000001;42868;2845;25687;0.9377638746089734
102;0.0102;42811;2902;25687;0.9365169645396276
103;0.0103;42770;2943;25687;0.9356200643143089
